client_id,attrition_flag,first_name,last_name,customer_age,gender,dependent_count,education_level,marital_status,income,card_category,month_on_book,credit_limit,remaining_balance
806624208,Existing Customer,Zackery,Lehner,47,Male,4,High School,Married,467327,Blue,42,4785,1362
778348233,Existing Customer,Mckayla,Littel,53,Male,3,Unknown,Married,78927,Blue,33,2753,1811
712991808,Existing Customer,Krystel,Cummerata,53,Male,2,Uneducated,Married,279233,Blue,48,2451,1690
709029408,Existing Customer,Hermina,Rippin,41,Male,4,Graduate,Married,225461,Blue,36,8923,2517
788658483,Existing Customer,Carrie,Fisher,53,Female,2,College,Married,263030,Blue,38,2650,1490
787937058,Existing Customer,Barbara,Towne,58,Male,0,Graduate,Married,57169,Blue,49,12555,1696
715318008,Existing Customer,Samantha,Shanahan,55,Female,1,College,Single,468320,Blue,36,3520,1914
713962233,Existing Customer,Shyanne,Ankunding,55,Female,3,Graduate,Married,282905,Blue,36,3035,2298
785432733,Existing Customer,Alivia,Kub,42,Female,4,High School,Married,476544,Gold,36,15433,0
715190283,Existing Customer,Nash,Haley,57,Female,1,Graduate,Unknown,296043,Blue,49,3672,886
708300483,Attrited Customer,Bonita,Schuppe,66,Female,0,Doctorate,Married,316702,Blue,56,7882,605
827111283,Existing Customer,David,Prowse,45,Male,3,Graduate,Single,371763,Blue,41,32426,578
758551608,Existing Customer,Desmond,Dicki,51,Male,2,Unknown,Married,402809,Blue,44,6205,2204
773146383,Existing Customer,Raul,Gislason,50,Female,1,College,Single,462043,Silver,43,17304,2517
778493808,Existing Customer,Dorris,Jerde,49,Male,3,High School,Married,396302,Blue,37,3906,0
720572508,Existing Customer,Tess,Goyette,38,Female,4,Graduate,Single,449804,Blue,28,9830,2055
712661433,Existing Customer,Talia,Jones,49,Male,4,Uneducated,Single,455067,Blue,30,34516,0
789172683,Existing Customer,Myra,Kulas,56,Male,2,Doctorate,Married,353745,Blue,45,2283,1430
738406533,Existing Customer,Nova,Reichel,59,Male,1,Doctorate,Married,437708,Blue,52,2548,2020
799723908,Existing Customer,Dillan,D'Amore,46,Male,3,High School,Married,79612,Blue,40,19458,1435
771490833,Existing Customer,Gretchen,Jaskolski,52,Male,1,College,Single,126329,Blue,40,4745,1227
720756708,Existing Customer,Breanne,Langworth,52,Female,3,Unknown,Married,172259,Blue,41,2622,1549
779471883,Attrited Customer,Norberto,Wiza,54,Female,1,Graduate,Married,129948,Blue,40,1438.3,808
711525033,Existing Customer,Christa,Hermiston,66,Female,0,High School,Married,146579,Blue,54,3171,2179
712813458,Existing Customer,Carissa,Schultz,49,Male,2,Unknown,Married,489367,Blue,36,19763,2517
714374133,Attrited Customer,Summer,Fadel,56,Male,2,Graduate,Married,450647,Blue,36,15769,0
717891558,Existing Customer,Rashawn,Friesen,49,Female,4,Graduate,Unknown,360927,Blue,36,3298,2200
716632758,Existing Customer,Janiya,Armstrong,49,Female,3,Graduate,Single,201440,Blue,36,2802,2363
768563658,Existing Customer,Hermina,Tromp,56,Male,2,Uneducated,Married,287555,Blue,50,4458,1880
711427458,Existing Customer,Brady,Luettgen,44,Female,5,Graduate,Married,444159,Blue,35,6273,978
714091983,Existing Customer,Laurianne,Pfeffer,42,Male,2,High School,Single,100367,Blue,34,3336,1753
787584108,Existing Customer,Rhiannon,Haag,55,Male,3,Unknown,Married,276216,Blue,47,3436,2016
712030833,Attrited Customer,Loren,Considine,48,Male,2,Graduate,Married,370029,Silver,35,34516,0
711481533,Existing Customer,Carter,Schroeder,39,Male,1,High School,Divorced,197686,Blue,33,5926,1251
710082708,Existing Customer,Margot,Hegmann,44,Male,4,Post-Graduate,Single,260489,Blue,32,23957,2102
708155733,Existing Customer,Allan,Mraz,53,Male,2,High School,Single,215266,Blue,44,14734,1634
788979258,Existing Customer,London,Rohan,51,Male,4,Uneducated,Single,87990,Silver,38,34516,1515
807986133,Existing Customer,Dave,Hagenes,57,Male,2,College,Married,410805,Blue,52,6584,1817
788730933,Existing Customer,Felton,Schmidt,44,Female,2,Uneducated,Single,81833,Blue,20,2084,1468
711314058,Existing Customer,Hardy,Howe,49,Male,2,Graduate,Married,452627,Blue,32,1687,1107
717975333,Existing Customer,Myra,Hoeger,50,Male,2,Doctorate,Married,126495,Blue,38,25300,1330
715971108,Existing Customer,Newton,Hyatt,51,Male,4,Graduate,Single,145740,Blue,42,34516,1763
720096558,Existing Customer,Regan,Ward,55,Female,2,Graduate,Married,63883,Blue,42,2216,1034
719580033,Existing Customer,Jackson,Jakubowski,54,Male,1,Graduate,Unknown,350444,Blue,43,2910,2030
820582308,Existing Customer,Lori,Wisoky,42,Male,5,Uneducated,Married,184197,Blue,37,22913,1528
789973308,Existing Customer,Curt,Kuhlman,44,Male,1,College,Single,215579,Blue,35,24312,1932
712876233,Existing Customer,Cleve,Ziemann,53,Male,2,Graduate,Single,377202,Blue,36,5272,1515
804595158,Existing Customer,Carmelo,Reichel,44,Female,4,Graduate,Single,349131,Blue,36,7000,2517
714826758,Existing Customer,Lempi,Oberbrunner,37,Female,3,Uneducated,Single,486342,Blue,29,7038,1801
779058108,Existing Customer,Joanny,Barton,49,Male,3,Graduate,Divorced,273617,Blue,30,2536,1823
710790258,Existing Customer,Demario,Stokes,47,Male,2,Graduate,Married,493081,Blue,38,28904,1899
715623483,Existing Customer,Dawn,Reynolds,47,Male,3,Graduate,Married,168831,Blue,37,8567,1695
715156383,Existing Customer,Kassandra,Walter,44,Male,1,Unknown,Unknown,55071,Blue,36,34516,1533
711013983,Attrited Customer,Michelle,Emmerich,55,Female,4,Unknown,Married,366764,Blue,45,2158,0
755420433,Existing Customer,Kareem,Schimmel,59,Female,1,Graduate,Married,273204,Blue,52,10133,1417
794543958,Existing Customer,Dee,Ritchie,53,Male,1,Graduate,Divorced,113246,Blue,35,34516,1219
716396358,Existing Customer,Jacey,Windler,52,Male,2,Graduate,Married,238430,Blue,47,3085,1910
715398033,Existing Customer,Shanelle,Funk,53,Male,2,High School,Single,362942,Blue,35,19040,2056
711743883,Existing Customer,Jacey,Rice,43,Female,3,Uneducated,Single,358356,Blue,35,4026,0
719720058,Existing Customer,Manuela,Pfannerstill,44,Male,3,High School,Single,33716,Blue,31,12756,837
778992108,Existing Customer,Delilah,Towne,57,Male,2,Unknown,Married,444756,Blue,45,5266,0
717539808,Existing Customer,Scottie,Strosin,51,Female,2,High School,Single,154875,Blue,36,9930,0
714070758,Existing Customer,Sabryna,Lang,49,Male,4,High School,Single,63992,Blue,38,31302,1953
714107958,Existing Customer,Lon,Will,45,Male,1,Graduate,Single,352282,Blue,36,6576,0
789140283,Existing Customer,Richie,Murray,53,Male,0,Graduate,Single,221598,Blue,42,2664,2037
715550508,Existing Customer,Thurman,Walsh,45,Female,3,Unknown,Married,35695,Blue,28,2535,2440
719712633,Existing Customer,Nona,Thiel,64,Male,1,Graduate,Married,55795,Blue,52,1709,895
772629333,Existing Customer,Anya,Jast,45,Male,3,Graduate,Married,172050,Blue,35,3454,1200
720336708,Existing Customer,Ashleigh,Vandervort,53,Male,3,Doctorate,Married,120927,Blue,35,3789,1706
802013583,Existing Customer,Elsie,Runolfsdottir,56,Male,3,College,Married,166747,Blue,50,9689,2250
711887583,Attrited Customer,Immanuel,Hills,47,Male,2,Unknown,Married,328158,Blue,37,5449,1628
714778833,Existing Customer,Armando,Harber,49,Female,3,College,Single,43647,Blue,43,23032,1960
713843283,Existing Customer,Florida,Abshire,41,Female,3,Unknown,Married,243001,Silver,34,34516,2053
779155158,Existing Customer,Gage,Mante,53,Male,3,Graduate,Married,45839,Blue,34,2940,1264
721091583,Existing Customer,Victor,Williamson,44,Female,2,Graduate,Single,116828,Blue,32,3031,1879
713572683,Existing Customer,Mathias,McCullough,44,Male,3,High School,Unknown,161793,Blue,25,1862,0
716657058,Existing Customer,Shaun,Cronin,43,Female,4,Post-Graduate,Married,314033,Blue,33,8358,926
779509983,Existing Customer,Branson,Shanahan,53,Male,2,Post-Graduate,Single,134706,Blue,36,34516,931
717929133,Existing Customer,Adan,Schumm,44,Male,1,Uneducated,Married,166708,Blue,36,14450,2440
808284783,Existing Customer,May,Cartwright,62,Female,1,Unknown,Married,269828,Blue,56,1438.3,0
708476808,Existing Customer,Marguerite,Swaniawski,54,Male,4,Unknown,Divorced,239035,Blue,36,33791,1960
710916408,Existing Customer,Damien,Armstrong,57,Male,4,Graduate,Married,384162,Blue,39,8466,1886
708492558,Existing Customer,Maritza,Sanford,42,Male,3,Unknown,Married,400800,Blue,36,15088,865
799825758,Existing Customer,Delmer,Klein,42,Male,4,High School,Divorced,204920,Blue,36,3263,1674
718619883,Existing Customer,Elbert,Johns,54,Female,0,Uneducated,Married,370315,Blue,36,1494,706
711844758,Existing Customer,Carlo,Armstrong,48,Male,3,Graduate,Single,148938,Blue,35,13551,1294
714798783,Existing Customer,Marielle,Miller,49,Male,1,Graduate,Single,216854,Blue,36,18886,895
826762908,Existing Customer,Esperanza,Kohler,52,Male,3,High School,Unknown,160592,Blue,48,11976,1273
771894558,Existing Customer,Samir,Lindgren,50,Male,3,High School,Single,275039,Blue,39,9964,1559
721074183,Existing Customer,Bernita,Gottlieb,49,Male,1,Doctorate,Married,51583,Blue,36,24159,1196
715259583,Existing Customer,Harley,Satterfield,53,Female,2,High School,Married,34182,Blue,44,5362,1901
718414008,Existing Customer,Josiane,Purdy,50,Male,2,Graduate,Single,240442,Blue,36,34516,1023
719666283,Existing Customer,Gardner,Hirthe,55,Female,1,Doctorate,Married,326250,Blue,36,3174,1951
714877233,Existing Customer,Santina,Sauer,53,Male,1,High School,Married,307617,Blue,47,12262,1836
785387883,Existing Customer,Christy,Willms,47,Female,3,High School,Single,237482,Blue,41,3788,1540
771075258,Existing Customer,Rafaela,Kovacek,55,Male,2,College,Single,407807,Silver,42,34516,1527
711318033,Existing Customer,Abdiel,Reilly,47,Male,3,Graduate,Single,264330,Blue,36,2926,0
783554958,Existing Customer,Vella,Tremblay,58,Male,4,Graduate,Single,295534,Blue,52,32090,0
720201033,Attrited Customer,Rosendo,Jacobi,53,Male,2,Graduate,Married,57657,Blue,41,11669,2227
718039683,Existing Customer,Jordi,Huels,52,Male,2,High School,Single,60377,Blue,45,13532,1300
710806083,Existing Customer,Margret,Vandervort,50,Female,1,Uneducated,Unknown,119985,Silver,36,11888,2090
714752208,Existing Customer,Erna,Boyle,42,Female,1,Graduate,Married,405346,Blue,36,2393,1985
822063408,Existing Customer,Talon,Cole,43,Male,4,Unknown,Married,155613,Blue,39,6111,2517
714490308,Existing Customer,Hobart,Kling,57,Male,4,Graduate,Married,394856,Blue,46,19270,1662
713356833,Existing Customer,Kailyn,Hudson,52,Male,1,Graduate,Married,148392,Blue,43,3710,2517
711402333,Existing Customer,Horacio,Herman,47,Male,2,Doctorate,Single,459635,Blue,37,3235,797
708296883,Existing Customer,Jedidiah,Hayes,44,Female,3,Graduate,Single,464620,Blue,38,11749,788
719154483,Existing Customer,Anabelle,Yundt,53,Male,2,High School,Divorced,36424,Blue,36,7753,2100
717721458,Existing Customer,Angelo,Huel,45,Male,4,College,Divorced,210679,Blue,40,10408,1186
711112683,Existing Customer,Jovan,Cummerata,63,Female,1,College,Married,120104,Blue,36,3967,1568
715674483,Existing Customer,Sonny,McKenzie,39,Female,2,Post-Graduate,Single,300445,Blue,27,6205,2517
789322833,Attrited Customer,Delbert,Beahan,48,Female,5,High School,Married,128595,Blue,38,8025,0
789968058,Existing Customer,Bailey,Dickinson,51,Male,1,Unknown,Single,27448,Blue,42,9036,2327
709919283,Existing Customer,Rickey,Schmidt,54,Male,4,Graduate,Married,233995,Blue,34,14926,2517
718744008,Existing Customer,Nikita,Zboncak,59,Female,1,Graduate,Single,407407,Blue,36,6335,1128
767712558,Attrited Customer,Maurice,Ortiz,59,Male,1,College,Single,495529,Blue,53,14979,0
712950783,Attrited Customer,Yesenia,Gottlieb,48,Female,4,Uneducated,Married,406357,Blue,38,2732,0
716104983,Existing Customer,Gabriel,Nader,41,Female,2,Graduate,Single,357573,Blue,32,2250,2117
818839983,Existing Customer,Lois,Sawayn,55,Male,2,Graduate,Married,147191,Blue,50,10916,1536
772288758,Existing Customer,Mandy,Davis,47,Female,4,Graduate,Married,382665,Blue,36,5349,1228
712350858,Existing Customer,Jany,Considine,41,Male,2,High School,Married,410618,Blue,24,9366,1104
711009708,Existing Customer,Adan,Kemmer,40,Male,3,High School,Single,373928,Blue,28,21617,0
712720158,Existing Customer,Stephany,Bernhard,68,Male,1,Graduate,Married,279206,Blue,56,13860,1652
712215258,Existing Customer,Eli,Stoltenberg,50,Female,1,Graduate,Single,230347,Silver,31,18386,0
773827008,Existing Customer,Aimee,Mann,47,Male,4,Uneducated,Single,356379,Blue,41,2405,1540
795232683,Existing Customer,Linnea,Nolan,53,Female,1,College,Married,413455,Blue,47,2154,930
713786508,Existing Customer,Adam,Ratke,42,Female,5,Unknown,Married,183911,Blue,36,2038,0
713539833,Existing Customer,Laurel,Zieme,48,Female,4,High School,Single,424740,Blue,38,8135,0
712454058,Existing Customer,Janessa,Watsica,49,Male,1,Doctorate,Married,58818,Blue,38,9364,618
718759833,Existing Customer,Torey,Schoen,44,Female,2,Uneducated,Married,187715,Silver,35,32643,0
718803333,Existing Customer,Alfonzo,Kulas,43,Female,4,Graduate,Divorced,356751,Blue,34,3195,1954
720253908,Existing Customer,Linnea,Little,56,Male,0,High School,Married,124694,Blue,43,2852,1024
714133158,Existing Customer,Kaci,Schuppe,59,Female,1,College,Single,278886,Blue,36,4224,1305
713187033,Existing Customer,Susanna,Erdman,46,Male,1,Uneducated,Married,367215,Blue,36,20459,2071
714791208,Existing Customer,Howard,Steuber,47,Female,4,Unknown,Divorced,262911,Blue,41,3482,2114
772426383,Existing Customer,Okey,Willms,50,Female,4,Uneducated,Married,296329,Blue,40,3065,1570
710975883,Existing Customer,Fermin,Reinger,51,Female,3,Uneducated,Married,152867,Blue,43,2185,1761
714264408,Existing Customer,Loma,Herzog,47,Female,3,Uneducated,Married,94492,Blue,36,1611,746
715827858,Existing Customer,Cecelia,O'Reilly,58,Female,4,Uneducated,Married,257094,Blue,47,2822,2173
713741358,Attrited Customer,Joe,Hettinger,46,Male,5,Graduate,Single,185649,Blue,33,32975,2517
709531908,Existing Customer,Cortez,Konopelski,53,Male,3,High School,Married,345029,Blue,47,1438.3,0
716493408,Existing Customer,Nelson,Walker,45,Female,4,Uneducated,Divorced,294609,Blue,36,15875,1719
714141108,Existing Customer,Zackary,Greenfelder,52,Female,1,High School,Married,330861,Blue,45,6703,893
708953883,Attrited Customer,Sadie,Boehm,53,Male,2,Unknown,Married,465611,Blue,36,3212,0
712608783,Existing Customer,King,Kuvalis,50,Male,2,High School,Married,322745,Silver,45,34516,1260
820353558,Existing Customer,Mckayla,Cole,41,Female,3,High School,Married,175449,Blue,36,9797,1434
714964758,Existing Customer,Lisandro,Braun,45,Female,5,Graduate,Divorced,144446,Blue,36,10400,1777
716264358,Existing Customer,Laurianne,Schoen,53,Male,3,Uneducated,Married,446564,Blue,42,26792,1836
717296808,Existing Customer,Allan,Doyle,67,Female,1,Graduate,Married,37898,Blue,56,3006,2517
712977183,Existing Customer,Kitty,Fadel,57,Female,2,Uneducated,Single,472238,Silver,36,19482,1072
710829108,Existing Customer,Otho,Bauch,59,Female,1,Uneducated,Married,183636,Blue,36,3356,985
779562633,Existing Customer,Zella,Ratke,45,Male,2,Uneducated,Married,116379,Blue,34,5771,2248
715315833,Existing Customer,Greyson,Bednar,51,Male,3,Graduate,Married,300529,Blue,36,11106,2107
815500983,Existing Customer,Adell,Aufderhar,59,Female,1,Uneducated,Married,274246,Blue,54,2890,2001
719360583,Existing Customer,Mary,Altenwerth,53,Male,1,Graduate,Married,234829,Blue,45,3380,1701
709701558,Existing Customer,Hipolito,Von,47,Male,3,Graduate,Married,431322,Blue,36,21331,1251
721148358,Existing Customer,Berta,Powlowski,49,Female,3,Uneducated,Single,190192,Blue,38,12860,0
779862408,Existing Customer,Stanton,Cassin,49,Male,3,Post-Graduate,Single,118019,Blue,33,6278,462
812627208,Existing Customer,Delta,Greenholt,60,Female,0,College,Single,497004,Blue,55,1438.3,738
711033408,Existing Customer,Dale,D'Amore,50,Female,2,High School,Married,47602,Blue,36,9355,1626
779956608,Existing Customer,Jessica,Dicki,41,Female,2,Post-Graduate,Married,57604,Blue,31,20758,0
780376683,Existing Customer,Alva,McGlynn,57,Male,1,Graduate,Married,111667,Blue,47,14612,1976
717912483,Existing Customer,Florida,Nikolaus,43,Male,4,Graduate,Unknown,321905,Blue,27,27259,0
714454758,Existing Customer,Christopher,Skiles,57,Female,3,Graduate,Married,36032,Blue,47,6347,1594
780466533,Existing Customer,Emil,Hermiston,54,Male,3,Doctorate,Married,153321,Blue,41,21592,1676
715735233,Existing Customer,Columbus,Kris,51,Female,5,Post-Graduate,Married,166298,Blue,44,3449,1598
720476733,Existing Customer,Marion,Hirthe,47,Female,3,High School,Married,301852,Blue,34,6028,799
715872333,Existing Customer,Cassandre,Schimmel,41,Male,0,High School,Unknown,242937,Blue,36,18214,1998
712375758,Existing Customer,Katelynn,Ritchie,53,Male,3,Uneducated,Married,416666,Blue,43,16393,1423
708868233,Attrited Customer,Xander,Fahey,68,Male,0,High School,Married,473491,Blue,52,1438.3,900
718030083,Existing Customer,Toy,Lang,59,Male,1,College,Married,146892,Blue,36,7871,1687
720707283,Existing Customer,Juliet,Weissnat,48,Male,4,Unknown,Married,459865,Blue,36,5288,866
771698658,Existing Customer,Jerry,Larson,44,Male,5,Graduate,Married,368084,Blue,32,11376,2006
748326258,Existing Customer,Niko,Powlowski,48,Male,3,College,Married,219774,Blue,41,12302,1632
770817783,Existing Customer,Leone,Jenkins,47,Male,4,Graduate,Married,459074,Silver,33,34516,1679
779353083,Existing Customer,Samir,Johns,47,Male,2,Graduate,Married,211004,Silver,32,34516,1468
711441333,Existing Customer,Nikolas,Ledner,43,Female,1,High School,Divorced,173280,Silver,35,10514,1580
719808558,Attrited Customer,Name,Jaskolski,55,Female,2,Graduate,Married,96910,Blue,43,1438.3,0
711551958,Attrited Customer,Hester,Blanda,59,Male,2,Post-Graduate,Married,273098,Blue,46,1438.3,0
809164083,Existing Customer,Norris,Schaefer,63,Male,1,Graduate,Married,471235,Blue,56,2619,1779
820596183,Existing Customer,Georgianna,Predovic,58,Male,2,College,Married,476279,Blue,53,24407,2395
715999608,Existing Customer,Shany,Hackett,53,Female,2,High School,Married,374171,Blue,36,2377,1649
710565408,Existing Customer,Johnathon,Mosciski,59,Male,0,Unknown,Unknown,98611,Silver,40,34516,1359
805543158,Existing Customer,Letha,Will,52,Male,3,Graduate,Married,141914,Blue,47,11086,2207
709752183,Existing Customer,Carolanne,DuBuque,48,Male,3,High School,Single,433978,Blue,36,11432,2517
716479233,Existing Customer,Camren,Cummerata,43,Male,4,High School,Married,424096,Blue,36,13258,1721
713837058,Existing Customer,Kenna,Maggio,48,Male,2,College,Single,403242,Blue,36,2571,1955
718876683,Existing Customer,Hadley,Abbott,43,Female,4,Graduate,Single,377571,Blue,31,5781,1168
770746908,Existing Customer,Brannon,Bernier,44,Male,4,Unknown,Married,31390,Blue,30,7872,2509
794843883,Existing Customer,Gerda,Heaney,41,Male,3,High School,Married,256142,Blue,35,34516,1202
803043933,Existing Customer,Buck,Armstrong,44,Female,3,Uneducated,Divorced,483097,Silver,38,11127,1835
758076408,Existing Customer,Katlyn,Boyer,50,Male,2,Unknown,Single,430966,Blue,43,1857,1603
714606558,Existing Customer,Alysson,Feil,60,Female,1,Uneducated,Married,290081,Blue,36,1913,1272
778425408,Existing Customer,Bennett,Farrell,44,Male,4,Graduate,Single,45668,Blue,24,3839,2295
714171108,Existing Customer,Kayli,Lind,48,Female,3,Graduate,Divorced,180934,Blue,39,2115,1141
719662458,Existing Customer,Mike,Pouros,44,Female,2,Graduate,Divorced,318614,Blue,27,1438.3,679
713137233,Existing Customer,Julia,Wuckert,41,Male,2,High School,Single,406053,Blue,28,27756,1789
769425858,Existing Customer,Rosina,Volkman,45,Male,3,College,Single,382513,Blue,32,1438.3,0
711297483,Existing Customer,Fanny,Dibbert,47,Female,2,Uneducated,Divorced,161062,Silver,34,13878,2222
788900883,Existing Customer,Micah,Yost,51,Female,2,Graduate,Married,370088,Blue,36,3106,1304
758348808,Existing Customer,Jesse,Reinger,51,Male,2,Graduate,Married,128824,Blue,44,34516,1666
772336458,Attrited Customer,Stan,Keeling,60,Female,1,Uneducated,Married,468709,Blue,50,1438.3,1025
708711483,Existing Customer,Marlon,Goldner,57,Male,2,Unknown,Married,497489,Blue,46,18871,1740
717906783,Existing Customer,Leann,Erdman,41,Male,5,Graduate,Single,174633,Blue,29,5207,1748
719437908,Existing Customer,Garfield,Gerlach,44,Male,3,Post-Graduate,Divorced,92725,Blue,36,17965,1644
769433508,Existing Customer,Giles,O'Connell,43,Male,1,College,Single,250228,Blue,37,2733,1819
790096533,Existing Customer,Hailee,Rippin,55,Male,2,College,Married,143581,Blue,48,8863,1301
720997383,Attrited Customer,Delfina,Reichert,52,Male,1,Uneducated,Married,158001,Blue,36,1857,1833
787541883,Existing Customer,Clarissa,Greenholt,44,Male,3,Graduate,Unknown,497644,Blue,33,34516,0
709930758,Existing Customer,Aric,Bruen,41,Male,2,Uneducated,Married,195552,Blue,30,11107,1222
789830058,Existing Customer,Ida,Bogan,44,Male,4,Unknown,Single,159047,Blue,34,21573,1585
710299608,Attrited Customer,Arturo,Howe,53,Female,2,Unknown,Married,341678,Blue,33,2859,2517
710741208,Existing Customer,Gwendolyn,Roob,39,Male,2,High School,Single,429929,Blue,36,5269,1475
821797008,Attrited Customer,Stacy,Labadie,49,Male,5,College,Married,270640,Blue,45,1438.3,0
708874533,Attrited Customer,Nia,Boyle,45,Female,2,College,Married,445552,Blue,36,3387,0
715341858,Existing Customer,Tito,Lesch,54,Male,2,Graduate,Married,55261,Blue,46,1982,1289
793636308,Existing Customer,Lorenzo,Hand,49,Male,3,Uneducated,Single,190498,Blue,43,4645,1650
713779908,Existing Customer,Deshaun,Hegmann,46,Female,3,Doctorate,Single,495299,Blue,36,2189,1666
712125258,Attrited Customer,Samara,Murray,46,Male,4,High School,Married,253231,Blue,30,2442,0
709703433,Existing Customer,Lenora,Roberts,47,Male,3,Graduate,Married,249413,Blue,38,21304,1532
721022433,Existing Customer,Jermain,Wiza,44,Male,2,Doctorate,Single,460544,Blue,36,7577,2480
710103558,Existing Customer,Brianne,Gulgowski,50,Male,3,Post-Graduate,Single,336199,Blue,31,3234,1486
715952883,Existing Customer,Junius,Satterfield,73,Male,0,High School,Married,384820,Blue,36,4469,1125
719731458,Existing Customer,Rita,Wolff,56,Male,3,Unknown,Unknown,318430,Blue,46,2910,709
772390908,Attrited Customer,Olga,Paucek,59,Male,0,High School,Single,132581,Blue,48,3616,1054
787348608,Existing Customer,Shany,Lemke,70,Male,0,High School,Married,291788,Blue,56,3252,1495
709485033,Existing Customer,Rebeka,Nolan,55,Female,2,High School,Married,285737,Blue,36,2358,1152
715432608,Existing Customer,Eldred,Haley,43,Male,4,Unknown,Single,175344,Blue,36,22322,953
799471833,Existing Customer,Aliza,White,45,Male,1,Uneducated,Single,343597,Blue,39,3133,1510
714187533,Existing Customer,Micah,Kunde,45,Female,2,Uneducated,Single,236743,Blue,35,3540,849
779656908,Existing Customer,Alberta,Blick,40,Male,1,Graduate,Married,74170,Blue,23,6990,1378
788950158,Existing Customer,Owen,Schinner,36,Male,2,College,Unknown,283112,Blue,22,34516,1652
778867533,Attrited Customer,Cale,Wisoky,59,Female,0,Post-Graduate,Married,267706,Blue,40,1438.3,0
710620383,Existing Customer,Lexus,Botsford,43,Male,4,Unknown,Married,171167,Blue,35,24396,1171
778661358,Existing Customer,Vita,Haag,46,Female,1,Unknown,Married,291835,Blue,36,2474,2143
789483333,Existing Customer,Meagan,Boyle,41,Male,2,Uneducated,Married,434265,Blue,32,5214,795
809855808,Existing Customer,Maynard,Sanford,51,Female,2,Graduate,Married,107372,Blue,46,5207,1650
718464258,Existing Customer,Lavina,Abernathy,51,Female,3,Unknown,Unknown,161023,Blue,25,9512,1082
708528483,Existing Customer,Kelsi,Kunde,43,Female,4,Graduate,Divorced,185254,Blue,23,3187,2430
771809733,Attrited Customer,Wava,Medhurst,64,Female,0,High School,Married,250277,Blue,53,3353,0
719942883,Existing Customer,Floy,Collier,54,Male,5,Graduate,Married,319934,Blue,38,2290,1434
807226683,Existing Customer,Mason,Reichel,48,Male,3,Unknown,Single,426957,Blue,43,5279,1115
717806133,Existing Customer,Kenneth,Howell,40,Male,2,Uneducated,Divorced,405936,Blue,29,23603,0
720615708,Existing Customer,Michael,Powlowski,57,Male,0,Uneducated,Married,264836,Blue,45,2601,0
