id,firstname,lastname,email,number,gender,country,department,year,GPA
47099139,Madeleine,Autrey,Madeleine.Autrey@yopmail.com,416198977,Male,Australia,Philosophy,2,4.68
45362120,Mahalia,Rosette,Mahalia.Rosette@yopmail.com,464050215,Male,Liechtenstein,Architecture,2,1.82
41658766,Elie,Meter,Elie.Meter@yopmail.com,423828397,Female,"Macedonia, The Former Yugoslav Republic of","Media, Music, Communication and Cultural Studies",1,6.77
46556980,Vonny,Wind,Vonny.Wind@yopmail.com,431971148,Male,Ethiopia,Engineering,2,3.02
41424945,Lucille,Eckblad,Lucille.Eckblad@yopmail.com,402878923,Male,Aruba,Management,3,1.8
47371507,Joleen,Harriman,Joleen.Harriman@yopmail.com,408098436,Female,Dominican Republic,IT,3,5.48
48658764,Andeee,Hermes,Andeee.Hermes@yopmail.com,482594376,Female,Mauritania,Business ,2,5.93
46072248,Neila,Thornburg,Neila.Thornburg@yopmail.com,474218506,Female,El Salvador,Linguistics,2,2.29
45534738,Georgetta,Waldron,Georgetta.Waldron@yopmail.com,491190977,Male,Costa Rica,Linguistics,2,6.04
45115950,Carolina,Posner,Carolina.Posner@yopmail.com,412045472,Male,Poland,Business ,1,6.39
44545954,Heida,Margarete,Heida.Margarete@yopmail.com,439438105,Female,Sierra Leone,"Modern History, Plities & International Relation",2,2.83
47645973,Ann-Marie,Seessel,Ann-Marie.Seessel@yopmail.com,484768848,Female,Netherlands,Mathematics and Statistics,3,1.66
47066662,Vonny,Salchunas,Vonny.Salchunas@yopmail.com,446613569,Male,United Arab Emirates,Linguistics,3,2.33
46528629,Sallie,Aurelio,Sallie.Aurelio@yopmail.com,401835099,Male,Malta,Health Professions,1,4
42818886,Corene,Afton,Corene.Afton@yopmail.com,437774841,Male,Papua New Guinea,Arts,1,2.96
46003317,Lucy,Palocz,Lucy.Palocz@yopmail.com,440523643,Male,Oman,"Modern History, Plities & International Relation",3,4.81
47594089,Mariann,Melleta,Mariann.Melleta@yopmail.com,473412201,Male,Netherlands Antilles,Architecture,1,6.22
43659615,Gloria,Kress,Gloria.Kress@yopmail.com,442164519,Male,Senegal,"Media, Music, Communication and Cultural Studies",1,2.8
45714222,Ira,Nedrud,Ira.Nedrud@yopmail.com,434053601,Male,French Southern Territories,Management,2,5.27
47435121,Briney,Arvo,Briney.Arvo@yopmail.com,467891552,Male,Saudi Arabia,Linguistics,2,6.83
40846869,Sharai,Orlene,Sharai.Orlene@yopmail.com,461304982,Female,United Kingdom,English,2,3.87
44834687,Tomasina,Kaete,Tomasina.Kaete@yopmail.com,460522472,Male,Cuba,"Modern History, Plities & International Relation",1,2.64
48241473,Pamella,Dichy,Pamella.Dichy@yopmail.com,455010874,Female,Finland,"Media, Music, Communication and Cultural Studies",2,4.12
43291111,Alyssa,Aprile,Alyssa.Aprile@yopmail.com,430593321,Male,Turkey,"Modern History, Plities & International Relation",2,1.69
47739300,Olivette,Gemini,Olivette.Gemini@yopmail.com,475044975,Male,Isle of Man,Philosophy,1,4.94
49040115,Eugine,Johanna,Eugine.Johanna@yopmail.com,497487847,Male,AndorrA,Business ,2,2.85
41250266,Beatriz,Isidore,Beatriz.Isidore@yopmail.com,423095871,Female,Netherlands,Engineering,2,2.27
41583053,Cassondra,Eiser,Cassondra.Eiser@yopmail.com,435301080,Male,Marshall Islands,Architecture,2,1.27
46905098,Patricia,Dannye,Patricia.Dannye@yopmail.com,418320974,Male,Spain,Architecture,1,5.25
45465495,Aeriela,Mendez,Aeriela.Mendez@yopmail.com,451210533,Male,Nepal,Arts,1,5.58
44924735,Claudina,Abbot,Claudina.Abbot@yopmail.com,431450134,Female,Yemen,Health Professions,2,6.01
45730360,Lilith,Alfons,Lilith.Alfons@yopmail.com,437094622,Female,Fiji,Management,3,4.82
48539117,Ira,Yuille,Ira.Yuille@yopmail.com,494393699,Female,Solomon Islands,IT,3,2.27
47264993,Frieda,Suk,Frieda.Suk@yopmail.com,416071964,Male,Monaco,Medicine,2,2.96
42744910,Elena,Old,Elena.Old@yopmail.com,485140507,Male,South Georgia and the South Sandwich Islands,Architecture,2,2.2
40371058,Darlleen,Skurnik,Darlleen.Skurnik@yopmail.com,422331257,Male,Czech Republic,Engineering,3,1.78
42352819,Audrie,Yorick,Audrie.Yorick@yopmail.com,467257466,Female,Belgium,Education,2,3.45
44027039,Luci,Wenda,Luci.Wenda@yopmail.com,407913450,Male,Hungary,Engineering,2,5.29
42781450,Lanae,Craggie,Lanae.Craggie@yopmail.com,472913872,Male,Syrian Arab Republic,Linguistics,1,1.48
47839322,Doro,Brotherson,Doro.Brotherson@yopmail.com,402083004,Male,Maldives,IT,1,2.61
42829668,Mireielle,Skurnik,Mireielle.Skurnik@yopmail.com,495030842,Male,Panama,Law,2,6.2
43562990,Tani,Kirstin,Tani.Kirstin@yopmail.com,453735864,Female,Brunei Darussalam,IT,2,4.82
43989679,Fidelia,Dahlia,Fidelia.Dahlia@yopmail.com,442105191,Female,Paraguay,Health Professions,2,5.57
46998689,Eadie,Lane,Eadie.Lane@yopmail.com,499567320,Female,New Zealand,"Media, Music, Communication and Cultural Studies",2,4.05
48627292,Karlee,Hurley,Karlee.Hurley@yopmail.com,465568616,Male,Turks and Caicos Islands,Linguistics,2,4.67
49564352,Latisha,Frodi,Latisha.Frodi@yopmail.com,476152598,Female,Niue,Philosophy,2,1.41
49872334,Letizia,Aurelio,Letizia.Aurelio@yopmail.com,405349415,Female,Papua New Guinea,Linguistics,1,1.38
48384166,Sallie,Hebner,Sallie.Hebner@yopmail.com,484787581,Male,Puerto Rico,Medicine,2,6.64
40351722,Olwen,Zina,Olwen.Zina@yopmail.com,464914865,Female,Myanmar,Engineering,1,6.71
43272403,Brooks,Tamsky,Brooks.Tamsky@yopmail.com,427368826,Male,Pakistan,Mathematics and Statistics,1,3.8
44555126,Rori,Thunell,Rori.Thunell@yopmail.com,484636327,Female,Spain,English,2,4.79
49260941,Elbertina,Laurianne,Elbertina.Laurianne@yopmail.com,409265853,Male,Isle of Man,"Modern History, Plities & International Relation",1,6.52
46177263,Joane,Schroth,Joane.Schroth@yopmail.com,441210150,Male,Azerbaijan,Architecture,2,2.11
43560029,Gloria,Nickola,Gloria.Nickola@yopmail.com,476362961,Female,Thailand,Mathematics and Statistics,2,3.12
43982474,Jinny,Casimir,Jinny.Casimir@yopmail.com,486376884,Male,Martinique,Management,3,6.9
46224730,Dotty,McNully,Dotty.McNully@yopmail.com,487072421,Female,India,English,1,6.58
42208871,Tobe,Pernick,Tobe.Pernick@yopmail.com,491734115,Female,Palau,"Media, Music, Communication and Cultural Studies",1,5.4
40060248,Elka,Pillsbury,Elka.Pillsbury@yopmail.com,463954582,Female,Monaco,English,1,5.72
47777887,Berta,Morgun,Berta.Morgun@yopmail.com,460510087,Female,AndorrA,Engineering,2,2.02
48304750,Larine,Isidore,Larine.Isidore@yopmail.com,415449889,Male,"Cote D""Ivoire",Law,2,5.93
46229201,Ellette,Kevon,Ellette.Kevon@yopmail.com,441147813,Male,"Lao People""S Democratic Republic",Engineering,2,4.49
46650686,Leona,Gemini,Leona.Gemini@yopmail.com,468910660,Female,Seychelles,Health Professions,3,2.51
47355127,Paule,Palocz,Paule.Palocz@yopmail.com,431207324,Female,Cameroon,IT,3,3.72
42632359,Charissa,Sprage,Charissa.Sprage@yopmail.com,405920295,Female,Palau,Arts,3,5.26
41321244,Carolina,Tound,Carolina.Tound@yopmail.com,414782552,Male,Cuba,Mathematics and Statistics,3,3.31
43315464,Shell,Romelda,Shell.Romelda@yopmail.com,447236190,Female,Åland Islands,Business ,1,3.01
45464572,Ronna,Gladstone,Ronna.Gladstone@yopmail.com,484679024,Female,Palau,Architecture,1,6.91
49762448,Leeanne,Reneta,Leeanne.Reneta@yopmail.com,419876265,Male,Hong Kong,Philosophy,3,4.98
42292595,Trudie,Han,Trudie.Han@yopmail.com,460286770,Male,Albania,Law,3,4.36
41814078,Molli,Gaynor,Molli.Gaynor@yopmail.com,433114937,Male,Slovakia,Philosophy,1,5.84
45942631,Tarra,Sadowski,Tarra.Sadowski@yopmail.com,433998863,Female,Saint Helena,Philosophy,2,2.8
46308458,Margalo,Quinn,Margalo.Quinn@yopmail.com,415821974,Male,Saint Lucia,Education,2,6.42
48056059,Kaja,Daniele,Kaja.Daniele@yopmail.com,484475241,Female,Canada,Health Professions,3,2.71
49833274,Robbi,Fiann,Robbi.Fiann@yopmail.com,405030960,Female,Uzbekistan,"Modern History, Plities & International Relation",2,6.88
41388910,Daphne,Roche,Daphne.Roche@yopmail.com,407242045,Male,Saudi Arabia,English,2,1.8
47256530,Cindelyn,Chrystel,Cindelyn.Chrystel@yopmail.com,445496684,Female,Bahrain,Architecture,2,2.63
43650540,Patricia,Salchunas,Patricia.Salchunas@yopmail.com,496866684,Male,China,"Media, Music, Communication and Cultural Studies",2,1.65
49754850,Zondra,Shelba,Zondra.Shelba@yopmail.com,433923476,Female,Ecuador,English,3,1.58
42328977,Georgetta,Korey,Georgetta.Korey@yopmail.com,491306093,Female,Dominican Republic,Philosophy,3,1.81
40758655,Brooks,Lilas,Brooks.Lilas@yopmail.com,493570405,Female,Denmark,Business ,1,4.77
48908018,Myrtice,Hubert,Myrtice.Hubert@yopmail.com,422601146,Male,Suriname,English,2,6.57
40577123,Teriann,Chaing,Teriann.Chaing@yopmail.com,404556284,Female,Anguilla,Management,1,2.04
48833294,Dorice,Jerold,Dorice.Jerold@yopmail.com,457384163,Male,Qatar,Arts,1,3.27
45503730,Gilligan,Corrine,Gilligan.Corrine@yopmail.com,463003453,Male,Mauritania,IT,1,6.05
45789435,Fanny,Remmer,Fanny.Remmer@yopmail.com,465182868,Female,"Korea, Democratic People""S Republic of",Philosophy,2,5.41
43227545,Beverley,Zetta,Beverley.Zetta@yopmail.com,474758352,Female,Tuvalu,"Media, Music, Communication and Cultural Studies",3,2.25
49498428,Dolli,Tryck,Dolli.Tryck@yopmail.com,431045744,Male,Uganda,"Modern History, Plities & International Relation",2,1.15
49267233,Mara,Linehan,Mara.Linehan@yopmail.com,418523911,Female,Tokelau,Linguistics,3,6.19
44728224,Agnese,Haerr,Agnese.Haerr@yopmail.com,474981002,Male,United Arab Emirates,Law,1,3.3
47826260,Genevra,Gahl,Genevra.Gahl@yopmail.com,499780882,Male,Brazil,Law,1,6.7
48943174,Estell,Jethro,Estell.Jethro@yopmail.com,469140749,Female,British Indian Ocean Territory,Architecture,3,1.45
40095762,Mallory,Ehrman,Mallory.Ehrman@yopmail.com,443205376,Male,Gibraltar,Business ,1,3.44
43211715,Babita,Hunfredo,Babita.Hunfredo@yopmail.com,413556005,Male,Timor-Leste,Health Professions,1,4.06
49248427,Thalia,Tamar,Thalia.Tamar@yopmail.com,421807792,Female,Bulgaria,Linguistics,1,5.66
47874484,Elyssa,Leonard,Elyssa.Leonard@yopmail.com,497305467,Male,Tokelau,"Modern History, Plities & International Relation",3,6.1
46369562,Aigneis,Kinnard,Aigneis.Kinnard@yopmail.com,456038784,Male,Antarctica,"Media, Music, Communication and Cultural Studies",3,6.71
49816290,Zondra,Ardeha,Zondra.Ardeha@yopmail.com,444238834,Male,Macao,Philosophy,1,3.58
45272872,Jillayne,Seumas,Jillayne.Seumas@yopmail.com,489550122,Female,Faroe Islands,English,3,6.38
42259972,Carilyn,Adalbert,Carilyn.Adalbert@yopmail.com,422844155,Male,India,"Media, Music, Communication and Cultural Studies",2,4.24
47073838,Vevay,Luhe,Vevay.Luhe@yopmail.com,411586266,Female,RWANDA,"Modern History, Plities & International Relation",3,3.73
45217560,Kittie,Ethban,Kittie.Ethban@yopmail.com,476134085,Male,Barbados,Philosophy,3,6.31
43069151,Vinita,Stav,Vinita.Stav@yopmail.com,466086468,Female,Mauritania,Philosophy,1,4.95
48684023,Jeanna,Sacken,Jeanna.Sacken@yopmail.com,413101012,Male,Svalbard and Jan Mayen,Architecture,1,2.78
47308094,Merrie,Colyer,Merrie.Colyer@yopmail.com,464073328,Female,Libyan Arab Jamahiriya,Arts,2,3.41
40917203,Dawn,Jalbert,Dawn.Jalbert@yopmail.com,425859116,Female,China,Philosophy,2,6.01
43927193,Florie,Orlene,Florie.Orlene@yopmail.com,402819129,Female,Slovenia,Medicine,2,1.3
44133460,Jobi,Geffner,Jobi.Geffner@yopmail.com,443258327,Female,Singapore,English,3,3.83
40605977,Veda,Margret,Veda.Margret@yopmail.com,432089085,Female,Qatar,Law,2,1.21
49612553,Lindie,Franza,Lindie.Franza@yopmail.com,408807818,Female,Isle of Man,Mathematics and Statistics,2,6.71
48135483,Leanna,Maurine,Leanna.Maurine@yopmail.com,419911418,Female,"Congo, The Democratic Republic of the",Arts,2,2.59
43015780,Jenda,Diann,Jenda.Diann@yopmail.com,485373179,Female,Peru,Education,3,4.47
46272122,Brena,Noman,Brena.Noman@yopmail.com,465034557,Female,Malaysia,Business ,3,1.83
44066634,Dania,Roumell,Dania.Roumell@yopmail.com,423671444,Male,Singapore,IT,2,3.41
44660721,Aeriela,Eugenia,Aeriela.Eugenia@yopmail.com,487127949,Male,Poland,Engineering,1,4.88
42926518,Sandie,Boehike,Sandie.Boehike@yopmail.com,474620466,Male,China,"Modern History, Plities & International Relation",2,6.28
41365199,Trudie,Nadia,Trudie.Nadia@yopmail.com,427852482,Female,"Cote D""Ivoire",Law,1,3.55
43760565,Andeee,Prober,Andeee.Prober@yopmail.com,406557370,Female,RWANDA,Linguistics,2,2.6
48001443,Pierette,Radu,Pierette.Radu@yopmail.com,418006558,Female,"Taiwan, Province of China",Law,2,4.87
42043892,Ilse,Dorothy,Ilse.Dorothy@yopmail.com,400647274,Female,Uruguay,Business ,3,5.74
41900122,Dulcinea,Ambrosia,Dulcinea.Ambrosia@yopmail.com,407036061,Female,Poland,Management,2,4.25
43253147,Brooks,Jaylene,Brooks.Jaylene@yopmail.com,407620343,Male,Syrian Arab Republic,Mathematics and Statistics,3,6.07
49038047,Sara-Ann,Travax,Sara-Ann.Travax@yopmail.com,451689680,Male,Cyprus,Architecture,2,2.44
43613999,Giustina,Stefa,Giustina.Stefa@yopmail.com,412009636,Female,Åland Islands,Mathematics and Statistics,1,4.62
45258497,Helsa,Chandler,Helsa.Chandler@yopmail.com,475007307,Female,Malawi,English,1,6.53
49744508,Modestia,Cullin,Modestia.Cullin@yopmail.com,418491432,Male,Honduras,Education,1,3.35
45893494,Cathyleen,Florina,Cathyleen.Florina@yopmail.com,435160755,Male,Iraq,Health Professions,2,2.53
49734017,Cassondra,Fancie,Cassondra.Fancie@yopmail.com,491297982,Male,Equatorial Guinea,Medicine,2,1.78
49187431,Kristina,Gusella,Kristina.Gusella@yopmail.com,427063649,Male,Maldives,Linguistics,2,2.64
43475292,Angela,Lutero,Angela.Lutero@yopmail.com,424573980,Male,Saint Pierre and Miquelon,Business ,1,6.6
45335452,Estell,Harned,Estell.Harned@yopmail.com,489314913,Male,Mongolia,Mathematics and Statistics,3,3.31
49092193,Orelia,Zenas,Orelia.Zenas@yopmail.com,419633710,Male,Iraq,Engineering,2,6.05
44684704,Winifred,Bluh,Winifred.Bluh@yopmail.com,473618836,Female,Malta,English,2,5.2
43543686,Ana,Gordon,Ana.Gordon@yopmail.com,422600985,Male,Saudi Arabia,IT,1,5.61
45058490,Clarice,Kronfeld,Clarice.Kronfeld@yopmail.com,483793825,Male,Gambia,Management,1,6.57
43113852,Arlina,Ambrosia,Arlina.Ambrosia@yopmail.com,477323929,Male,Gambia,Medicine,1,2.04
44765682,Consuela,Zenas,Consuela.Zenas@yopmail.com,412453158,Male,Mauritania,Arts,1,5.8
47267682,Florie,Niccolo,Florie.Niccolo@yopmail.com,415144859,Female,Bouvet Island,IT,1,1.01
46789835,Eve,Elvyn,Eve.Elvyn@yopmail.com,486443854,Male,Kiribati,Law,3,1.73
49670670,Angelique,Hirsch,Angelique.Hirsch@yopmail.com,435263419,Female,Haiti,Mathematics and Statistics,2,6.55
46839220,Carolina,Erich,Carolina.Erich@yopmail.com,451622195,Female,Tajikistan,Business ,1,2.87
46701932,Ricky,Bearnard,Ricky.Bearnard@yopmail.com,406131891,Female,Bermuda,"Modern History, Plities & International Relation",1,2.62
44152149,Fanny,Goddard,Fanny.Goddard@yopmail.com,488838027,Female,Guinea-Bissau,IT,1,5.84
47273238,Renae,Howlyn,Renae.Howlyn@yopmail.com,405025881,Male,Aruba,IT,3,4.41
41706358,Jordan,Wesle,Jordan.Wesle@yopmail.com,402111785,Female,"Taiwan, Province of China",Architecture,2,1.17
48354060,Deedee,Tice,Deedee.Tice@yopmail.com,409494919,Male,Vanuatu,IT,2,6.19
46360651,Ellette,Garlinda,Ellette.Garlinda@yopmail.com,460761762,Female,"Tanzania, United Republic of",Engineering,1,6.64
44330187,Ronna,Adalbert,Ronna.Adalbert@yopmail.com,462882585,Female,Kiribati,Linguistics,2,1.89
48299410,Jenilee,Goth,Jenilee.Goth@yopmail.com,486100161,Female,Bouvet Island,Management,1,5.18
41583033,Sheelagh,Arvo,Sheelagh.Arvo@yopmail.com,440427034,Male,French Guiana,Education,2,2.5
40078171,Karly,McGrody,Karly.McGrody@yopmail.com,432327047,Female,Seychelles,"Media, Music, Communication and Cultural Studies",1,1.89
43620156,Theodora,Quent,Theodora.Quent@yopmail.com,498218761,Male,"Virgin Islands, British",Education,2,5.91
49022961,Ginnie,Brian,Ginnie.Brian@yopmail.com,415709848,Female,South Georgia and the South Sandwich Islands,"Media, Music, Communication and Cultural Studies",3,5.49
40987166,Ashlee,Ochs,Ashlee.Ochs@yopmail.com,492827121,Male,Vanuatu,"Media, Music, Communication and Cultural Studies",1,5.69
45661468,Clo,Myrilla,Clo.Myrilla@yopmail.com,459819038,Male,Cambodia,English,1,5.2
46910460,Florie,Hanleigh,Florie.Hanleigh@yopmail.com,475436156,Female,Malta,Management,1,3.07
49825237,Mahalia,Afton,Mahalia.Afton@yopmail.com,435902392,Male,Bulgaria,Management,3,5.79
45140907,Agathe,Pitt,Agathe.Pitt@yopmail.com,485196469,Male,Japan,Engineering,3,3.44
47463260,Maurene,Fairweather,Maurene.Fairweather@yopmail.com,412228626,Male,Reunion,Architecture,3,5.09
46405771,Florie,Sammons,Florie.Sammons@yopmail.com,469429626,Female,Ukraine,Architecture,1,3.29
49852773,Minda,Dahlia,Minda.Dahlia@yopmail.com,463732694,Male,Botswana,"Modern History, Plities & International Relation",1,2.54
45583494,Chastity,Stilwell,Chastity.Stilwell@yopmail.com,456249700,Female,United Arab Emirates,"Modern History, Plities & International Relation",3,5.08
46322889,Mariele,Maxi,Mariele.Maxi@yopmail.com,451000135,Female,"Virgin Islands, U.S.","Modern History, Plities & International Relation",3,6.17
41347041,Natka,Kenney,Natka.Kenney@yopmail.com,435513155,Male,Mauritius,"Modern History, Plities & International Relation",3,6.7
43432645,Ada,Medrek,Ada.Medrek@yopmail.com,407278901,Female,Kazakhstan,Education,3,5.61
45355721,Nicoli,Oscar,Nicoli.Oscar@yopmail.com,439594917,Male,Belarus,Arts,3,6.07
43304130,Sherrie,Germann,Sherrie.Germann@yopmail.com,402242416,Male,Liberia,Philosophy,2,4.21
44217526,Daryl,Hoenack,Daryl.Hoenack@yopmail.com,460433488,Male,Chad,"Media, Music, Communication and Cultural Studies",3,2.16
46579848,Yvonne,Doig,Yvonne.Doig@yopmail.com,440188083,Female,Belize,Linguistics,1,1.53
47819133,Sandie,Tacye,Sandie.Tacye@yopmail.com,485407505,Male,Holy See (Vatican City State),IT,2,4.95
43495138,Lindie,Amasa,Lindie.Amasa@yopmail.com,496818417,Female,United Arab Emirates,Law,1,1.01
46437237,Kalina,Phyllis,Kalina.Phyllis@yopmail.com,401430913,Female,Guam,Medicine,2,2.57
45514598,Leontine,Manolo,Leontine.Manolo@yopmail.com,412567315,Female,Nigeria,Health Professions,3,6
42296201,Ottilie,Elvyn,Ottilie.Elvyn@yopmail.com,463177235,Female,San Marino,Business ,3,6.06
44652616,Molli,Koziara,Molli.Koziara@yopmail.com,468200780,Male,Seychelles,Law,3,6.25
49277563,Sheelagh,Viddah,Sheelagh.Viddah@yopmail.com,405197834,Male,Barbados,Education,3,5.19
45721956,Elena,Peg,Elena.Peg@yopmail.com,486865527,Female,Bahamas,Management,2,2.22
45282240,Cam,Hepsibah,Cam.Hepsibah@yopmail.com,481211430,Female,Czech Republic,Mathematics and Statistics,2,6.21
46182056,Tina,Armanda,Tina.Armanda@yopmail.com,422152257,Male,Botswana,Medicine,1,3.69
44620181,Olwen,Ardra,Olwen.Ardra@yopmail.com,467346175,Male,Guyana,English,1,4.39
43527768,Sheelagh,Salvidor,Sheelagh.Salvidor@yopmail.com,471677239,Female,Trinidad and Tobago,Education,2,3.8
45579967,Konstance,Reidar,Konstance.Reidar@yopmail.com,470835930,Male,Bahrain,Medicine,1,6.13
40473192,Britte,Leffen,Britte.Leffen@yopmail.com,493847398,Female,Papua New Guinea,Philosophy,2,3.3
45886279,Shauna,Han,Shauna.Han@yopmail.com,449595701,Female,Bahamas,Management,3,6.9
48384532,Emma,Carlson,Emma.Carlson@yopmail.com,410511217,Male,Greece,Management,2,2.18
45985198,Belva,Madelene,Belva.Madelene@yopmail.com,410143498,Male,Latvia,Education,2,1.15
43042263,Jackie,Gaynor,Jackie.Gaynor@yopmail.com,495895781,Male,Antarctica,English,3,5.98
48450708,Marti,Carbo,Marti.Carbo@yopmail.com,495017248,Male,RWANDA,Law,2,3.83
